,userName,score,at,content,casefolding,cleaning,Tokenize,normalisasi,stopwords removal,stemming,data_clean
318,Saddad Ghubaisy,5,2023-12-18 11:47:38,"aplikasi transport online yang apik sekali, udah murah, drivernya banyak yang ramah lagi, top dah pokoknya","aplikasi transport online yang apik sekali, udah murah, drivernya banyak yang ramah lagi, top dah pokoknya",aplikasi transport online yang apik sekali udah murah drivernya banyak yang ramah lagi top dah pokoknya,"['aplikasi', 'transport', 'online', 'yang', 'apik', 'sekali', 'udah', 'murah', 'drivernya', 'banyak', 'yang', 'ramah', 'lagi', 'top', 'dah', 'pokoknya']","['aplikasi', 'transport', 'online', 'yang', 'apik', 'sekali', 'udah', 'murah', 'drivernya', 'banyak', 'yang', 'ramah', 'lagi', 'top', 'dah', 'pokoknya']","['aplikasi', 'transport', 'online', 'apik', 'udah', 'murah', 'drivernya', 'ramah', 'top', 'dah', 'pokoknya']","['aplikasi', 'transport', 'online', 'apik', 'udah', 'murah', 'drivernya', 'ramah', 'top', 'dah', 'pokok']",aplikasi transport online apik udah murah drivernya ramah top dah pokok
319,Djayantih Djayantih,1,2023-10-04 5:36:53,Maps nya bikin pusing. Padahal alamat tujuan sudah sangat jelas tp titiknya ga ketemu di aplikasi ini. Sedangkan aplikasi lain tinggal ketik patokan sudah nongol alamat tujuan.Tolong dong diperbaiki lagi..,maps nya bikin pusing. padahal alamat tujuan sudah sangat jelas tp titiknya ga ketemu di aplikasi ini. sedangkan aplikasi lain tinggal ketik patokan sudah nongol alamat tujuan.tolong dong diperbaiki lagi..,maps nya bikin pusing padahal alamat tujuan sudah sangat jelas tp titiknya ga ketemu di aplikasi ini sedangkan aplikasi lain tingal ketik patokan sudah nongol alamat tujuan tolong dong diperbaiki lagi,"['maps', 'nya', 'bikin', 'pusing', 'padahal', 'alamat', 'tujuan', 'sudah', 'sangat', 'jelas', 'tp', 'titiknya', 'ga', 'ketemu', 'di', 'aplikasi', 'ini', 'sedangkan', 'aplikasi', 'lain', 'tingal', 'ketik', 'patokan', 'sudah', 'nongol', 'alamat', 'tujuan', 'tolong', 'dong', 'diperbaiki', 'lagi']","['maps', 'nya', 'bikin', 'pusing', 'padahal', 'alamat', 'tujuan', 'sudah', 'sangat', 'jelas', 'tp', 'titiknya', 'ga', 'ketemu', 'di', 'aplikasi', 'ini', 'sedangkan', 'aplikasi', 'lain', 'tingal', 'ketik', 'patokan', 'sudah', 'nongol', 'alamat', 'tujuan', 'tolong', 'dong', 'diperbaiki', 'lagi']","['maps', 'bikin', 'pusing', 'alamat', 'tujuan', 'tp', 'titiknya', 'ga', 'ketemu', 'aplikasi', 'aplikasi', 'tingal', 'ketik', 'patokan', 'nongol', 'alamat', 'tujuan', 'tolong', 'diperbaiki']","['maps', 'bikin', 'pusing', 'alamat', 'tuju', 'tp', 'titik', 'ga', 'ketemu', 'aplikasi', 'aplikasi', 'tingal', 'ketik', 'patok', 'nongol', 'alamat', 'tuju', 'tolong', 'baik']",maps bikin pusing alamat tuju tp titik ga ketemu aplikasi aplikasi tingal ketik patok nongol alamat tuju tolong baik
320,Merlin Budiman,1,2023-10-28 2:15:54,"Masih tetap drivernya pilih2 orderan, uda klik shop & food tp ga ada yg mau ambil, giliran ganti delivery lgsg banyak yg respon, kalo ga ada yg mau ambil orderan shop mendingan di aplikasi ga usa pakai pilihan ini, percuma juga drivernya ga ada yg respon 100 : 1 yg mau bantu pickup","masih tetap drivernya pilih2 orderan, uda klik shop & food tp ga ada yg mau ambil, giliran ganti delivery lgsg banyak yg respon, kalo ga ada yg mau ambil orderan shop mendingan di aplikasi ga usa pakai pilihan ini, percuma juga drivernya ga ada yg respon 100 : 1 yg mau bantu pickup",masih tetap drivernya pilih orderan uda klik shop fod tp ga ada yg mau ambil giliran ganti delivery lgsg banyak yg respon kalo ga ada yg mau ambil orderan shop mendingan di aplikasi ga usa pakai pilihan ini percuma juga drivernya ga ada yg respon yg mau bantu pickup,"['masih', 'tetap', 'drivernya', 'pilih', 'orderan', 'uda', 'klik', 'shop', 'fod', 'tp', 'ga', 'ada', 'yg', 'mau', 'ambil', 'giliran', 'ganti', 'delivery', 'lgsg', 'banyak', 'yg', 'respon', 'kalo', 'ga', 'ada', 'yg', 'mau', 'ambil', 'orderan', 'shop', 'mendingan', 'di', 'aplikasi', 'ga', 'usa', 'pakai', 'pilihan', 'ini', 'percuma', 'juga', 'drivernya', 'ga', 'ada', 'yg', 'respon', 'yg', 'mau', 'bantu', 'pickup']","['masih', 'tetap', 'drivernya', 'pilih', 'orderan', 'uda', 'klik', 'shop', 'fod', 'tp', 'ga', 'ada', 'yg', 'mau', 'ambil', 'giliran', 'ganti', 'delivery', 'lgsg', 'banyak', 'yg', 'respon', 'kalo', 'ga', 'ada', 'yg', 'mau', 'ambil', 'orderan', 'shop', 'mendingan', 'di', 'aplikasi', 'ga', 'usa', 'pakai', 'pilihan', 'ini', 'percuma', 'juga', 'drivernya', 'ga', 'ada', 'yg', 'respon', 'yg', 'mau', 'bantu', 'pickup']","['drivernya', 'pilih', 'orderan', 'uda', 'klik', 'shop', 'fod', 'tp', 'ga', 'ambil', 'giliran', 'ganti', 'delivery', 'lgsg', 'respon', 'ga', 'ambil', 'orderan', 'shop', 'mendingan', 'aplikasi', 'ga', 'usa', 'pakai', 'pilihan', 'drivernya', 'ga', 'respon', 'bantu', 'pickup']","['drivernya', 'pilih', 'order', 'uda', 'klik', 'shop', 'fod', 'tp', 'ga', 'ambil', 'gilir', 'ganti', 'delivery', 'lgsg', 'respon', 'ga', 'ambil', 'order', 'shop', 'mending', 'aplikasi', 'ga', 'usa', 'pakai', 'pilih', 'drivernya', 'ga', 'respon', 'bantu', 'pickup']",drivernya pilih order uda klik shop fod tp ga ambil gilir ganti delivery lgsg respon ga ambil order shop mending aplikasi ga usa pakai pilih drivernya ga respon bantu pickup
321,Sal Sabila,1,2023-12-18 11:40:00,Apasih udah masukin Nomor nya dan di suruh nunggu kode dari SMS tapi gk muncul - muncul! INI GIMASIH dan pas di pakai Nomor lain bisa,apasih udah masukin nomor nya dan di suruh nunggu kode dari sms tapi gk muncul - muncul! ini gimasih dan pas di pakai nomor lain bisa,apasih udah masukin nomor nya dan di suruh nungu kode dari sms tapi gk muncul muncul ini gimasih dan pas di pakai nomor lain bisa,"['apasih', 'udah', 'masukin', 'nomor', 'nya', 'dan', 'di', 'suruh', 'nungu', 'kode', 'dari', 'sms', 'tapi', 'gk', 'muncul', 'muncul', 'ini', 'gimasih', 'dan', 'pas', 'di', 'pakai', 'nomor', 'lain', 'bisa']","['apasih', 'udah', 'masukin', 'nomor', 'nya', 'dan', 'di', 'suruh', 'nungu', 'kode', 'dari', 'sms', 'tapi', 'gk', 'muncul', 'muncul', 'ini', 'gimasih', 'dan', 'pas', 'di', 'pakai', 'nomor', 'lain', 'bisa']","['apasih', 'udah', 'masukin', 'nomor', 'suruh', 'nungu', 'kode', 'sms', 'gk', 'muncul', 'muncul', 'gimasih', 'pas', 'pakai', 'nomor']","['apasih', 'udah', 'masukin', 'nomor', 'suruh', 'nungu', 'kode', 'sms', 'gk', 'muncul', 'muncul', 'gimasih', 'pas', 'pakai', 'nomor']",apasih udah masukin nomor suruh nungu kode sms gk muncul muncul gimasih pas pakai nomor
322,Miss Deathly,1,2023-10-20 4:57:33,"Nyesel pakai nih aplikasi,driver ndak sopan sama sekali.. masak udah di sharelock,titik udah sesuai malah driver nyuruh ngambil barang bukannya malah di anter ke tempat yg saya sharelock.. payah driver maxim,bad attitude parah..","nyesel pakai nih aplikasi,driver ndak sopan sama sekali.. masak udah di sharelock,titik udah sesuai malah driver nyuruh ngambil barang bukannya malah di anter ke tempat yg saya sharelock.. payah driver maxim,bad attitude parah..",nyesel pakai nih aplikasi driver ndak sopan sama sekali masak udah di sharelock titik udah sesuai malah driver nyuruh ngambil barang bukanya malah di anter ke tempat yg saya sharelock payah driver maxim bad atitude parah,"['nyesel', 'pakai', 'nih', 'aplikasi', 'driver', 'ndak', 'sopan', 'sama', 'sekali', 'masak', 'udah', 'di', 'sharelock', 'titik', 'udah', 'sesuai', 'malah', 'driver', 'nyuruh', 'ngambil', 'barang', 'bukanya', 'malah', 'di', 'anter', 'ke', 'tempat', 'yg', 'saya', 'sharelock', 'payah', 'driver', 'maxim', 'bad', 'atitude', 'parah']","['nyesel', 'pakai', 'nih', 'aplikasi', 'driver', 'ndak', 'sopan', 'sama', 'sekali', 'masak', 'udah', 'di', 'sharelock', 'titik', 'udah', 'sesuai', 'malah', 'driver', 'nyuruh', 'ngambil', 'barang', 'bukanya', 'malah', 'di', 'anter', 'ke', 'tempat', 'yg', 'saya', 'sharelock', 'payah', 'driver', 'maxim', 'bad', 'atitude', 'parah']","['nyesel', 'pakai', 'nih', 'aplikasi', 'driver', 'ndak', 'sopan', 'masak', 'udah', 'sharelock', 'titik', 'udah', 'sesuai', 'driver', 'nyuruh', 'ngambil', 'barang', 'bukanya', 'anter', 'sharelock', 'payah', 'driver', 'maxim', 'bad', 'atitude', 'parah']","['nyesel', 'pakai', 'nih', 'aplikasi', 'driver', 'ndak', 'sopan', 'masak', 'udah', 'sharelock', 'titik', 'udah', 'sesuai', 'driver', 'nyuruh', 'ngambil', 'barang', 'buka', 'anter', 'sharelock', 'payah', 'driver', 'maxim', 'bad', 'atitude', 'parah']",nyesel pakai nih aplikasi driver ndak sopan masak udah sharelock titik udah sesuai driver nyuruh ngambil barang buka anter sharelock payah driver maxim bad atitude parah
323,Riswanto Antho,4,2023-12-14 22:29:57,"Agak kecewa..Untuk tarifnya maxim motor , janganlah pakai 300rupiah, 400rupiah kalau ujung ujungnya uang kembalian customer tidak dikembalikan. Misal nih yah tarif motor 20.200 dan dibulatkan jadi 21.000. Kan lumayan tuh uang kembalian 800rupiah bisa dikumpul untuk orderan selanjutnya dan kalau bgini teruss Drivernya juga kesempatan ambil kembalian uang customer.. meskipun 800rupiah dikali bnyk cust. Next,, saran yah untuk tarifnya kasih genap saja misal : 20.000, 10.000 dll","agak kecewa..untuk tarifnya maxim motor , janganlah pakai 300rupiah, 400rupiah kalau ujung ujungnya uang kembalian customer tidak dikembalikan. misal nih yah tarif motor 20.200 dan dibulatkan jadi 21.000. kan lumayan tuh uang kembalian 800rupiah bisa dikumpul untuk orderan selanjutnya dan kalau bgini teruss drivernya juga kesempatan ambil kembalian uang customer.. meskipun 800rupiah dikali bnyk cust. next,, saran yah untuk tarifnya kasih genap saja misal : 20.000, 10.000 dll",agak kecewa untuk tarifnya maxim motor janganlah pakai rupiah rupiah kalau ujung ujungnya uang kembalian customer tidak dikembalikan misal nih yah tarif motor dan dibulatkan jadi kan lumayan tuh uang kembalian rupiah bisa dikumpul untuk orderan selanjutnya dan kalau bgini terus drivernya juga kesempatan ambil kembalian uang customer meskipun rupiah dikali bnyk cust next saran yah untuk tarifnya kasih genap saja misal dl,"['agak', 'kecewa', 'untuk', 'tarifnya', 'maxim', 'motor', 'janganlah', 'pakai', 'rupiah', 'rupiah', 'kalau', 'ujung', 'ujungnya', 'uang', 'kembalian', 'customer', 'tidak', 'dikembalikan', 'misal', 'nih', 'yah', 'tarif', 'motor', 'dan', 'dibulatkan', 'jadi', 'kan', 'lumayan', 'tuh', 'uang', 'kembalian', 'rupiah', 'bisa', 'dikumpul', 'untuk', 'orderan', 'selanjutnya', 'dan', 'kalau', 'bgini', 'terus', 'drivernya', 'juga', 'kesempatan', 'ambil', 'kembalian', 'uang', 'customer', 'meskipun', 'rupiah', 'dikali', 'bnyk', 'cust', 'next', 'saran', 'yah', 'untuk', 'tarifnya', 'kasih', 'genap', 'saja', 'misal', 'dl']","['agak', 'kecewa', 'untuk', 'tarifnya', 'maxim', 'motor', 'janganlah', 'pakai', 'rupiah', 'rupiah', 'kalau', 'ujung', 'ujungnya', 'uang', 'kembalian', 'customer', 'tidak', 'dikembalikan', 'misal', 'nih', 'yah', 'tarif', 'motor', 'dan', 'dibulatkan', 'jadi', 'kan', 'lumayan', 'tuh', 'uang', 'kembalian', 'rupiah', 'bisa', 'dikumpul', 'untuk', 'orderan', 'selanjutnya', 'dan', 'kalau', 'bgini', 'terus', 'drivernya', 'juga', 'kesempatan', 'ambil', 'kembalian', 'uang', 'customer', 'meskipun', 'rupiah', 'dikali', 'bnyk', 'cust', 'next', 'saran', 'yah', 'untuk', 'tarifnya', 'kasih', 'genap', 'saja', 'misal', 'dl']","['kecewa', 'tarifnya', 'maxim', 'motor', 'pakai', 'rupiah', 'rupiah', 'ujung', 'ujungnya', 'uang', 'kembalian', 'customer', 'dikembalikan', 'nih', 'yah', 'tarif', 'motor', 'dibulatkan', 'lumayan', 'tuh', 'uang', 'kembalian', 'rupiah', 'dikumpul', 'orderan', 'bgini', 'drivernya', 'kesempatan', 'ambil', 'kembalian', 'uang', 'customer', 'rupiah', 'dikali', 'bnyk', 'cust', 'next', 'saran', 'yah', 'tarifnya', 'kasih', 'genap', 'dl']","['kecewa', 'tarif', 'maxim', 'motor', 'pakai', 'rupiah', 'rupiah', 'ujung', 'ujung', 'uang', 'kembali', 'customer', 'kembali', 'nih', 'yah', 'tarif', 'motor', 'bulat', 'lumayan', 'tuh', 'uang', 'kembali', 'rupiah', 'kumpul', 'order', 'bgini', 'drivernya', 'sempat', 'ambil', 'kembali', 'uang', 'customer', 'rupiah', 'kali', 'bnyk', 'cust', 'next', 'saran', 'yah', 'tarif', 'kasih', 'genap', 'dl']",kecewa tarif maxim motor pakai rupiah rupiah ujung ujung uang kembali customer kembali nih yah tarif motor bulat lumayan tuh uang kembali rupiah kumpul order bgini drivernya sempat ambil kembali uang customer rupiah kali bnyk cust next saran yah tarif kasih genap dl
324,Reksi Bahewa,2,2023-12-25 3:40:02,"Lama banget nyari drivernya pdhl di map berseliweran trus di jam 12 siang nyarinya drivernya bukan maen lama, trus ribet mau pesan makan harus ingat nama warung kalo cmn di ketik dengan menu yang kita mau nggk ada🤣","lama banget nyari drivernya pdhl di map berseliweran trus di jam 12 siang nyarinya drivernya bukan maen lama, trus ribet mau pesan makan harus ingat nama warung kalo cmn di ketik dengan menu yang kita mau nggk ada🤣",lama banget nyari drivernya pdhl di map berseliweran trus di jam siang nyarinya drivernya bukan maen lama trus ribet mau pesan makan harus ingat nama warung kalo cmn di ketik dengan menu yang kita mau ngk ada,"['lama', 'banget', 'nyari', 'drivernya', 'pdhl', 'di', 'map', 'berseliweran', 'trus', 'di', 'jam', 'siang', 'nyarinya', 'drivernya', 'bukan', 'maen', 'lama', 'trus', 'ribet', 'mau', 'pesan', 'makan', 'harus', 'ingat', 'nama', 'warung', 'kalo', 'cmn', 'di', 'ketik', 'dengan', 'menu', 'yang', 'kita', 'mau', 'ngk', 'ada']","['lama', 'banget', 'nyari', 'drivernya', 'pdhl', 'di', 'map', 'berseliweran', 'trus', 'di', 'jam', 'siang', 'nyarinya', 'drivernya', 'bukan', 'maen', 'lama', 'trus', 'ribet', 'mau', 'pesan', 'makan', 'harus', 'ingat', 'nama', 'warung', 'kalo', 'cmn', 'di', 'ketik', 'dengan', 'menu', 'yang', 'kita', 'mau', 'ngk', 'ada']","['banget', 'nyari', 'drivernya', 'pdhl', 'map', 'berseliweran', 'trus', 'jam', 'siang', 'nyarinya', 'drivernya', 'maen', 'trus', 'ribet', 'pesan', 'makan', 'nama', 'warung', 'cmn', 'ketik', 'menu', 'ngk']","['banget', 'nyari', 'drivernya', 'pdhl', 'map', 'seliwer', 'trus', 'jam', 'siang', 'nyarinya', 'drivernya', 'maen', 'trus', 'ribet', 'pesan', 'makan', 'nama', 'warung', 'cmn', 'ketik', 'menu', 'ngk']",banget nyari drivernya pdhl map seliwer trus jam siang nyarinya drivernya maen trus ribet pesan makan nama warung cmn ketik menu ngk
325,Ester Melinda,1,2023-11-14 0:35:47,"Driver yg udah pernah dilaporkan karna ada pernah masalah masih aja diberikan untuk mengantar pelanggan yg sama. Apa gunanya penilaian dan pelaporan? Mana drivernya buat gak nyaman.. hemmm Jadi males mau order, kalau drivernya dapet yg itu2 lagi.. astaga","driver yg udah pernah dilaporkan karna ada pernah masalah masih aja diberikan untuk mengantar pelanggan yg sama. apa gunanya penilaian dan pelaporan? mana drivernya buat gak nyaman.. hemmm jadi males mau order, kalau drivernya dapet yg itu2 lagi.. astaga",driver yg udah pernah dilaporkan karna ada pernah masalah masih aja diberikan untuk mengantar pelangan yg sama apa gunanya penilaian dan pelaporan mana drivernya buat gak nyaman hem jadi males mau order kalau drivernya dapet yg itu lagi astaga,"['driver', 'yg', 'udah', 'pernah', 'dilaporkan', 'karna', 'ada', 'pernah', 'masalah', 'masih', 'aja', 'diberikan', 'untuk', 'mengantar', 'pelangan', 'yg', 'sama', 'apa', 'gunanya', 'penilaian', 'dan', 'pelaporan', 'mana', 'drivernya', 'buat', 'gak', 'nyaman', 'hem', 'jadi', 'males', 'mau', 'order', 'kalau', 'drivernya', 'dapet', 'yg', 'itu', 'lagi', 'astaga']","['driver', 'yg', 'udah', 'pernah', 'dilaporkan', 'karna', 'ada', 'pernah', 'masalah', 'masih', 'aja', 'diberikan', 'untuk', 'mengantar', 'pelangan', 'yg', 'sama', 'apa', 'gunanya', 'penilaian', 'dan', 'pelaporan', 'mana', 'drivernya', 'buat', 'gak', 'nyaman', 'hem', 'jadi', 'males', 'mau', 'order', 'kalau', 'drivernya', 'dapet', 'yg', 'itu', 'lagi', 'astaga']","['driver', 'udah', 'dilaporkan', 'karna', 'aja', 'mengantar', 'pelangan', 'gunanya', 'penilaian', 'pelaporan', 'drivernya', 'gak', 'nyaman', 'hem', 'males', 'order', 'drivernya', 'dapet', 'astaga']","['driver', 'udah', 'lapor', 'karna', 'aja', 'antar', 'pelang', 'guna', 'nilai', 'lapor', 'drivernya', 'gak', 'nyaman', 'hem', 'males', 'order', 'drivernya', 'dapet', 'astaga']",driver udah lapor karna aja antar pelang guna nilai lapor drivernya gak nyaman hem males order drivernya dapet astaga
326,Tony Yanuar,5,2023-12-15 14:59:00,"aplikasi yang lumayan bagus dari kalangan aplikasi driver, sangat cepat prosesnya dan benar"" sangat membantu, terima kasih Maxim","aplikasi yang lumayan bagus dari kalangan aplikasi driver, sangat cepat prosesnya dan benar"" sangat membantu, terima kasih maxim",aplikasi yang lumayan bagus dari kalangan aplikasi driver sangat cepat prosesnya dan benar sangat membantu terima kasih maxim,"['aplikasi', 'yang', 'lumayan', 'bagus', 'dari', 'kalangan', 'aplikasi', 'driver', 'sangat', 'cepat', 'prosesnya', 'dan', 'benar', 'sangat', 'membantu', 'terima', 'kasih', 'maxim']","['aplikasi', 'yang', 'lumayan', 'bagus', 'dari', 'kalangan', 'aplikasi', 'driver', 'sangat', 'cepat', 'prosesnya', 'dan', 'benar', 'sangat', 'membantu', 'terima', 'kasih', 'maxim']","['aplikasi', 'lumayan', 'bagus', 'kalangan', 'aplikasi', 'driver', 'cepat', 'prosesnya', 'membantu', 'terima', 'kasih', 'maxim']","['aplikasi', 'lumayan', 'bagus', 'kalang', 'aplikasi', 'driver', 'cepat', 'proses', 'bantu', 'terima', 'kasih', 'maxim']",aplikasi lumayan bagus kalang aplikasi driver cepat proses bantu terima kasih maxim
327,Gamila Naura,3,2023-11-19 9:47:55,"Setelah di update msh ttp aja kekurangannya maps nya gak kebaca,,,hrs nya maxim lbh di tingkatkan lagi soalnya udh bnyk yg pake juga","setelah di update msh ttp aja kekurangannya maps nya gak kebaca,,,hrs nya maxim lbh di tingkatkan lagi soalnya udh bnyk yg pake juga",setelah di update msh tp aja kekuranganya maps nya gak kebaca hrs nya maxim lbh di tingkatkan lagi soalnya udh bnyk yg pake juga,"['setelah', 'di', 'update', 'msh', 'tp', 'aja', 'kekuranganya', 'maps', 'nya', 'gak', 'kebaca', 'hrs', 'nya', 'maxim', 'lbh', 'di', 'tingkatkan', 'lagi', 'soalnya', 'udh', 'bnyk', 'yg', 'pake', 'juga']","['setelah', 'di', 'update', 'msh', 'tp', 'aja', 'kekuranganya', 'maps', 'nya', 'gak', 'kebaca', 'hrs', 'nya', 'maxim', 'lbh', 'di', 'tingkatkan', 'lagi', 'soalnya', 'udh', 'bnyk', 'yg', 'pake', 'juga']","['update', 'msh', 'tp', 'aja', 'kekuranganya', 'maps', 'gak', 'kebaca', 'hrs', 'maxim', 'lbh', 'tingkatkan', 'bnyk', 'pake']","['update', 'msh', 'tp', 'aja', 'kekuranganya', 'maps', 'gak', 'baca', 'hrs', 'maxim', 'lbh', 'tingkat', 'bnyk', 'pake']",update msh tp aja kekuranganya maps gak baca hrs maxim lbh tingkat bnyk pake
328,Tirai Kerai,5,2023-12-16 5:25:24,"Dengan Maxim kita sangat terbantu di saat kita membutuhkan pelayanan kendaraan operasional dan maxim juga memberikan pelayanan yang baik, driver nya ramah tamah dan sopan, semoga maksim jaya dan semakin terdepan😊","dengan maxim kita sangat terbantu di saat kita membutuhkan pelayanan kendaraan operasional dan maxim juga memberikan pelayanan yang baik, driver nya ramah tamah dan sopan, semoga maksim jaya dan semakin terdepan😊",dengan maxim kita sangat terbantu di sat kita membutuhkan pelayanan kendaran operasional dan maxim juga memberikan pelayanan yang baik driver nya ramah tamah dan sopan semoga maksim jaya dan semakin terdepan,"['dengan', 'maxim', 'kita', 'sangat', 'terbantu', 'di', 'sat', 'kita', 'membutuhkan', 'pelayanan', 'kendaran', 'operasional', 'dan', 'maxim', 'juga', 'memberikan', 'pelayanan', 'yang', 'baik', 'driver', 'nya', 'ramah', 'tamah', 'dan', 'sopan', 'semoga', 'maksim', 'jaya', 'dan', 'semakin', 'terdepan']","['dengan', 'maxim', 'kita', 'sangat', 'terbantu', 'di', 'sat', 'kita', 'membutuhkan', 'pelayanan', 'kendaran', 'operasional', 'dan', 'maxim', 'juga', 'memberikan', 'pelayanan', 'yang', 'baik', 'driver', 'nya', 'ramah', 'tamah', 'dan', 'sopan', 'semoga', 'maksim', 'jaya', 'dan', 'semakin', 'terdepan']","['maxim', 'terbantu', 'sat', 'membutuhkan', 'pelayanan', 'kendaran', 'operasional', 'maxim', 'pelayanan', 'driver', 'ramah', 'tamah', 'sopan', 'semoga', 'maksim', 'jaya', 'terdepan']","['maxim', 'bantu', 'sat', 'butuh', 'layan', 'kendaran', 'operasional', 'maxim', 'layan', 'driver', 'ramah', 'tamah', 'sopan', 'moga', 'maksim', 'jaya', 'depan']",maxim bantu sat butuh layan kendaran operasional maxim layan driver ramah tamah sopan moga maksim jaya depan
329,I LOVE TASMANIA TASMANIA,5,2024-01-05 6:09:17,Perifikasi data nya kok aku udah isi tapi nggak buka buka jadi ini ulasannya gimana ya penggunaan dalam mengisi data diri nya,perifikasi data nya kok aku udah isi tapi nggak buka buka jadi ini ulasannya gimana ya penggunaan dalam mengisi data diri nya,perifikasi data nya kok aku udah isi tapi ngak buka buka jadi ini ulasanya gimana ya pengunan dalam mengisi data diri nya,"['perifikasi', 'data', 'nya', 'kok', 'aku', 'udah', 'isi', 'tapi', 'ngak', 'buka', 'buka', 'jadi', 'ini', 'ulasanya', 'gimana', 'ya', 'pengunan', 'dalam', 'mengisi', 'data', 'diri', 'nya']","['perifikasi', 'data', 'nya', 'kok', 'aku', 'udah', 'isi', 'tapi', 'ngak', 'buka', 'buka', 'jadi', 'ini', 'ulasanya', 'gimana', 'ya', 'pengunan', 'dalam', 'mengisi', 'data', 'diri', 'nya']","['perifikasi', 'data', 'udah', 'isi', 'ngak', 'buka', 'buka', 'ulasanya', 'gimana', 'ya', 'pengunan', 'mengisi', 'data']","['perifikasi', 'data', 'udah', 'isi', 'ngak', 'buka', 'buka', 'ulasanya', 'gimana', 'ya', 'pengunan', 'isi', 'data']",perifikasi data udah isi ngak buka buka ulasanya gimana ya pengunan isi data
330,Lebowski the Bonobo,2,2023-11-15 2:44:53,"Saya memakai pembayaran menggunakan kaspro wallet tetapi sering mendapatkan pelaksana yg tidak bisa menerima pembayaran dengan kaspro, tolong ditambah fiturnya untuk pengemudi atau wajibkan semua pelaksana memiliki kaspro wallet. Terima kasih","saya memakai pembayaran menggunakan kaspro wallet tetapi sering mendapatkan pelaksana yg tidak bisa menerima pembayaran dengan kaspro, tolong ditambah fiturnya untuk pengemudi atau wajibkan semua pelaksana memiliki kaspro wallet. terima kasih",saya memakai pembayaran mengunakan kaspro walet tetapi sering mendapatkan pelaksana yg tidak bisa menerima pembayaran dengan kaspro tolong ditambah fiturnya untuk pengemudi atau wajibkan semua pelaksana memiliki kaspro walet terima kasih,"['saya', 'memakai', 'pembayaran', 'mengunakan', 'kaspro', 'walet', 'tetapi', 'sering', 'mendapatkan', 'pelaksana', 'yg', 'tidak', 'bisa', 'menerima', 'pembayaran', 'dengan', 'kaspro', 'tolong', 'ditambah', 'fiturnya', 'untuk', 'pengemudi', 'atau', 'wajibkan', 'semua', 'pelaksana', 'memiliki', 'kaspro', 'walet', 'terima', 'kasih']","['saya', 'memakai', 'pembayaran', 'mengunakan', 'kaspro', 'walet', 'tetapi', 'sering', 'mendapatkan', 'pelaksana', 'yg', 'tidak', 'bisa', 'menerima', 'pembayaran', 'dengan', 'kaspro', 'tolong', 'ditambah', 'fiturnya', 'untuk', 'pengemudi', 'atau', 'wajibkan', 'semua', 'pelaksana', 'memiliki', 'kaspro', 'walet', 'terima', 'kasih']","['memakai', 'pembayaran', 'mengunakan', 'kaspro', 'walet', 'pelaksana', 'menerima', 'pembayaran', 'kaspro', 'tolong', 'ditambah', 'fiturnya', 'pengemudi', 'wajibkan', 'pelaksana', 'memiliki', 'kaspro', 'walet', 'terima', 'kasih']","['pakai', 'bayar', 'mengunakan', 'kaspro', 'walet', 'laksana', 'terima', 'bayar', 'kaspro', 'tolong', 'tambah', 'fiturnya', 'kemudi', 'wajib', 'laksana', 'milik', 'kaspro', 'walet', 'terima', 'kasih']",pakai bayar mengunakan kaspro walet laksana terima bayar kaspro tolong tambah fiturnya kemudi wajib laksana milik kaspro walet terima kasih
331,Julita rumapea1,3,2023-12-17 14:26:22,"Sangat membingungkan dgn aplikasi ini,alamat yg di ketik ga muncul2,mohonlah diperbaiki","sangat membingungkan dgn aplikasi ini,alamat yg di ketik ga muncul2,mohonlah diperbaiki",sangat membingungkan dgn aplikasi ini alamat yg di ketik ga muncul mohonlah diperbaiki,"['sangat', 'membingungkan', 'dgn', 'aplikasi', 'ini', 'alamat', 'yg', 'di', 'ketik', 'ga', 'muncul', 'mohonlah', 'diperbaiki']","['sangat', 'membingungkan', 'dgn', 'aplikasi', 'ini', 'alamat', 'yg', 'di', 'ketik', 'ga', 'muncul', 'mohonlah', 'diperbaiki']","['membingungkan', 'dgn', 'aplikasi', 'alamat', 'ketik', 'ga', 'muncul', 'mohonlah', 'diperbaiki']","['bingung', 'dgn', 'aplikasi', 'alamat', 'ketik', 'ga', 'muncul', 'mohon', 'baik']",bingung dgn aplikasi alamat ketik ga muncul mohon baik
